Task_ID,Input,Output,se_variance,se_lengthscale,noise,Input_ID,Output_ID
1,-18.5,-12.5457142788209,1.98,0.06,0.02,x,a
1,-17.5,-11.3190039012542,1.98,0.06,0.02,x,a
1,-15.0,-1.50429917939292,1.98,0.06,0.02,x,a
1,-14.5,-2.5154743923505,1.98,0.06,0.02,x,a
1,-9.0,7.25519306086436,1.98,0.06,0.02,x,a
1,-8.5,12.048121557174,1.98,0.06,0.02,x,a
1,-7.0,35.3600287339182,1.98,0.06,0.02,x,a
1,-6.5,38.9898127291956,1.98,0.06,0.02,x,a
1,-6.0,39.3163665908899,1.98,0.06,0.02,x,a
1,-5.5,37.2766785320125,1.98,0.06,0.02,x,a
1,-4.0,22.8244170696651,1.98,0.06,0.02,x,a
1,0.0,29.978316788296,1.98,0.06,0.02,x,a
1,0.5,30.9576059210174,1.98,0.06,0.02,x,a
1,1.5,30.4973420376778,1.98,0.06,0.02,x,a
1,2.0,28.4917010820419,1.98,0.06,0.02,x,a
1,3.0,22.6475176508698,1.98,0.06,0.02,x,a
1,6.0,56.1906059583202,1.98,0.06,0.02,x,a
1,9.0,78.9317910101734,1.98,0.06,0.02,x,a
1,11.0,86.8533541013348,1.98,0.06,0.02,x,a
1,11.5,80.9737816669049,1.98,0.06,0.02,x,a
1,12.5,68.6443149597625,1.98,0.06,0.02,x,a
1,13.5,72.251364500332,1.98,0.06,0.02,x,a
1,14.0,78.1784695398274,1.98,0.06,0.02,x,a
1,14.5,83.6452113650933,1.98,0.06,0.02,x,a
1,15.5,89.2405062115725,1.98,0.06,0.02,x,a
1,17.0,90.4111382613086,1.98,0.06,0.02,x,a
2,-18.0,-14.0930274935394,1.51,0.63,0.03,x,a
2,-17.0,-7.40360196987809,1.51,0.63,0.03,x,a
2,-16.5,-3.730965081762,1.51,0.63,0.03,x,a
2,-14.5,-3.39157052298161,1.51,0.63,0.03,x,a
2,-14.0,-5.2609014394939,1.51,0.63,0.03,x,a
2,-13.0,-5.87211462201674,1.51,0.63,0.03,x,a
2,-12.5,-4.88559661688816,1.51,0.63,0.03,x,a
2,-11.5,-0.873478929910459,1.51,0.63,0.03,x,a
2,-10.5,0.658510514840175,1.51,0.63,0.03,x,a
2,-9.5,4.31715107937794,1.51,0.63,0.03,x,a
2,-6.0,41.939463316692,1.51,0.63,0.03,x,a
2,-5.0,38.4613745768696,1.51,0.63,0.03,x,a
2,-4.5,32.5537890517343,1.51,0.63,0.03,x,a
2,-3.5,21.7772819833599,1.51,0.63,0.03,x,a
2,-1.0,34.9274970913795,1.51,0.63,0.03,x,a
2,1.0,34.0780646686088,1.51,0.63,0.03,x,a
2,2.0,29.4534837182893,1.51,0.63,0.03,x,a
2,2.5,24.7541394354949,1.51,0.63,0.03,x,a
2,4.0,30.0552941078613,1.51,0.63,0.03,x,a
2,5.5,52.8984924516346,1.51,0.63,0.03,x,a
2,10.0,85.3468547318008,1.51,0.63,0.03,x,a
2,13.0,67.2848192008028,1.51,0.63,0.03,x,a
2,14.0,78.8031839666917,1.51,0.63,0.03,x,a
2,14.5,83.8667776545227,1.51,0.63,0.03,x,a
2,16.0,85.4087391385169,1.51,0.63,0.03,x,a
2,18.5,109.189585545382,1.51,0.63,0.03,x,a
2,19.0,111.39303667549,1.51,0.63,0.03,x,a
3,-17.0,-4.88545085347012,1.42,0.35,0.01,x,a
3,-13.5,-6.63002509386352,1.42,0.35,0.01,x,a
3,-13.0,-7.14166644414975,1.42,0.35,0.01,x,a
3,-12.0,-2.9053464523076,1.42,0.35,0.01,x,a
3,-9.5,8.94590003768899,1.42,0.35,0.01,x,a
3,-7.0,33.3460485206086,1.42,0.35,0.01,x,a
3,-6.5,40.0828583955616,1.42,0.35,0.01,x,a
3,-6.0,44.4515671563365,1.42,0.35,0.01,x,a
3,-5.0,39.8544524618799,1.42,0.35,0.01,x,a
3,-4.0,25.1904967242384,1.42,0.35,0.01,x,a
3,-3.5,21.0531983136876,1.42,0.35,0.01,x,a
3,-3.0,21.2211333387275,1.42,0.35,0.01,x,a
3,-1.5,35.6734790252463,1.42,0.35,0.01,x,a
3,-0.5,39.2139273222163,1.42,0.35,0.01,x,a
3,0.0,37.3759468110063,1.42,0.35,0.01,x,a
3,1.5,34.2315357292479,1.42,0.35,0.01,x,a
3,2.5,25.4887890248903,1.42,0.35,0.01,x,a
3,3.0,21.8104034067809,1.42,0.35,0.01,x,a
3,4.5,35.1880389540863,1.42,0.35,0.01,x,a
3,7.0,56.3413234690095,1.42,0.35,0.01,x,a
3,7.5,59.0374017183343,1.42,0.35,0.01,x,a
3,9.0,77.626286186181,1.42,0.35,0.01,x,a
3,9.5,82.918791093308,1.42,0.35,0.01,x,a
3,10.0,86.8313255344148,1.42,0.35,0.01,x,a
3,10.5,87.9678704251183,1.42,0.35,0.01,x,a
3,11.0,85.1775526711275,1.42,0.35,0.01,x,a
3,13.5,71.181769088809,1.42,0.35,0.01,x,a
3,17.5,94.0193807251512,1.42,0.35,0.01,x,a
3,19.0,107.13925831084,1.42,0.35,0.01,x,a
3,20.0,107.747283291238,1.42,0.35,0.01,x,a
4,-16.5,-2.56765458664474,1.6,0.05,0.04,x,a
4,-14.5,-1.80418055173802,1.6,0.05,0.04,x,a
4,-14.0,-3.9865206913225,1.6,0.05,0.04,x,a
4,-13.0,-5.85057581055997,1.6,0.05,0.04,x,a
4,-11.5,-0.480554875531499,1.6,0.05,0.04,x,a
4,-10.5,2.66940318096092,1.6,0.05,0.04,x,a
4,-10.0,3.96843546723894,1.6,0.05,0.04,x,a
4,-7.5,23.7177814701418,1.6,0.05,0.04,x,a
