Input,Output,se_variance,se_lengthscale,noise,Task_ID,Cluster_ID,Input_ID,Output_ID
-9.5,54.871164866662,1.42,0.79,0.19,1,1,x,a
-7.5,36.8440029069668,1.42,0.79,0.19,1,1,x,a
-6.5,45.5411323627057,1.42,0.79,0.19,1,1,x,a
-6.0,47.6776278041489,1.42,0.79,0.19,1,1,x,a
-5.5,44.3885960665297,1.42,0.79,0.19,1,1,x,a
-5.0,36.7766473340925,1.42,0.79,0.19,1,1,x,a
-1.5,32.7922175610362,1.42,0.79,0.19,1,1,x,a
-1.0,32.604675630141,1.42,0.79,0.19,1,1,x,a
-0.5,32.2008811420249,1.42,0.79,0.19,1,1,x,a
3.0,19.5818666618512,1.42,0.79,0.19,1,1,x,a
3.5,16.2532824117754,1.42,0.79,0.19,1,1,x,a
4.0,12.6817080913489,1.42,0.79,0.19,1,1,x,a
5.5,8.90901918964337,1.42,0.79,0.19,1,1,x,a
6.5,11.7357462044183,1.42,0.79,0.19,1,1,x,a
10.0,12.284219703922,1.42,0.79,0.19,1,1,x,a
-9.5,56.1461715302773,1.26,0.46,0.17,2,1,x,a
-7.5,37.8924015515803,1.26,0.46,0.17,2,1,x,a
-6.5,44.1244027360992,1.26,0.46,0.17,2,1,x,a
-6.0,45.2241839663041,1.26,0.46,0.17,2,1,x,a
-5.5,43.169380015047,1.26,0.46,0.17,2,1,x,a
-5.0,38.92102408249,1.26,0.46,0.17,2,1,x,a
-1.5,33.6443974504164,1.26,0.46,0.17,2,1,x,a
-1.0,33.4409721654721,1.26,0.46,0.17,2,1,x,a
-0.5,32.526755620726,1.26,0.46,0.17,2,1,x,a
3.0,16.3109288196429,1.26,0.46,0.17,2,1,x,a
3.5,12.88900895235,1.26,0.46,0.17,2,1,x,a
4.0,10.4505402692225,1.26,0.46,0.17,2,1,x,a
5.5,9.99176821119655,1.26,0.46,0.17,2,1,x,a
6.5,12.4750103980537,1.26,0.46,0.17,2,1,x,a
10.0,9.18223631264696,1.26,0.46,0.17,2,1,x,a
-9.5,54.3688224919742,1.6,0.93,0.07,3,1,x,a
-7.5,36.9969694902411,1.6,0.93,0.07,3,1,x,a
-6.5,44.018926822922,1.6,0.93,0.07,3,1,x,a
-6.0,46.3142947006798,1.6,0.93,0.07,3,1,x,a
-5.5,44.8290235867545,1.6,0.93,0.07,3,1,x,a
-5.0,40.9924307635628,1.6,0.93,0.07,3,1,x,a
-1.5,30.2726765282436,1.6,0.93,0.07,3,1,x,a
-1.0,30.1843440305845,1.6,0.93,0.07,3,1,x,a
-0.5,30.3847513467388,1.6,0.93,0.07,3,1,x,a
3.0,17.4322917859842,1.6,0.93,0.07,3,1,x,a
3.5,13.3520884608987,1.6,0.93,0.07,3,1,x,a
4.0,9.40096072570228,1.6,0.93,0.07,3,1,x,a
5.5,9.05087426386013,1.6,0.93,0.07,3,1,x,a
6.5,13.960885583566,1.6,0.93,0.07,3,1,x,a
10.0,14.4637067482321,1.6,0.93,0.07,3,1,x,a
-9.5,53.4071257703389,1.12,0.22,0.13,4,1,x,a
-7.5,35.1090240724551,1.12,0.22,0.13,4,1,x,a
-6.5,41.1182453100034,1.12,0.22,0.13,4,1,x,a
-6.0,42.0682097262295,1.12,0.22,0.13,4,1,x,a
-5.5,40.2612443525542,1.12,0.22,0.13,4,1,x,a
-5.0,35.3468266491349,1.12,0.22,0.13,4,1,x,a
-1.5,35.9412190497685,1.12,0.22,0.13,4,1,x,a
-1.0,34.7697052317768,1.12,0.22,0.13,4,1,x,a
-0.5,34.7922605070061,1.12,0.22,0.13,4,1,x,a
3.0,20.500549659673,1.12,0.22,0.13,4,1,x,a
3.5,17.1875657184788,1.12,0.22,0.13,4,1,x,a
4.0,13.3369743038782,1.12,0.22,0.13,4,1,x,a
5.5,11.5862889756996,1.12,0.22,0.13,4,1,x,a
6.5,10.9680630565663,1.12,0.22,0.13,4,1,x,a
10.0,8.55117866265083,1.12,0.22,0.13,4,1,x,a
-9.5,53.9426949327306,1.52,0.27,0.06,5,1,x,a
-7.5,37.1864632719684,1.52,0.27,0.06,5,1,x,a
-6.5,44.8131644066982,1.52,0.27,0.06,5,1,x,a
-6.0,47.5057398036256,1.52,0.27,0.06,5,1,x,a
-5.5,45.4785422646441,1.52,0.27,0.06,5,1,x,a
-5.0,40.7199546354029,1.52,0.27,0.06,5,1,x,a
-1.5,31.0877806911497,1.52,0.27,0.06,5,1,x,a
-1.0,31.0498399355955,1.52,0.27,0.06,5,1,x,a
-0.5,31.1677456746788,1.52,0.27,0.06,5,1,x,a
3.0,18.6998719619174,1.52,0.27,0.06,5,1,x,a
3.5,13.8626426566089,1.52,0.27,0.06,5,1,x,a
4.0,9.41493652411811,1.52,0.27,0.06,5,1,x,a
5.5,5.68755196113043,1.52,0.27,0.06,5,1,x,a
6.5,9.18428308231039,1.52,0.27,0.06,5,1,x,a
10.0,10.8431520323886,1.52,0.27,0.06,5,1,x,a
-9.5,-0.375124287548791,1.41,0.75,0.01,6,2,x,a
-7.5,-3.53268102264947,1.41,0.75,0.01,6,2,x,a
-6.5,-14.5933447569799,1.41,0.75,0.01,6,2,x,a
-6.0,-19.0185590254804,1.41,0.75,0.01,6,2,x,a
-5.5,-20.5469235589099,1.41,0.75,0.01,6,2,x,a
-5.0,-20.2972483103296,1.41,0.75,0.01,6,2,x,a
-1.5,-18.0789630113887,1.41,0.75,0.01,6,2,x,a
-1.0,-15.0027190674063,1.41,0.75,0.01,6,2,x,a
-0.5,-14.239219329724,1.41,0.75,0.01,6,2,x,a
3.0,-32.2831193142723,1.41,0.75,0.01,6,2,x,a
3.5,-26.0188771848761,1.41,0.75,0.01,6,2,x,a
4.0,-18.3247367112765,1.41,0.75,0.01,6,2,x,a
5.5,-8.92755778621072,1.41,0.75,0.01,6,2,x,a
6.5,-15.8115328536709,1.41,0.75,0.01,6,2,x,a
10.0,-26.4701225671889,1.41,0.75,0.01,6,2,x,a
-9.5,-1.26214717396623,1.87,0.27,0.19,7,2,x,a
-7.5,-2.60096634706599,1.87,0.27,0.19,7,2,x,a
-6.5,-9.81138927117805,1.87,0.27,0.19,7,2,x,a
-6.0,-13.5499046457354,1.87,0.27,0.19,7,2,x,a
-5.5,-16.6962418801435,1.87,0.27,0.19,7,2,x,a
-5.0,-18.6009299374409,1.87,0.27,0.19,7,2,x,a
-1.5,-22.6208361654415,1.87,0.27,0.19,7,2,x,a
-1.0,-20.8271145507357,1.87,0.27,0.19,7,2,x,a
-0.5,-21.112209660176,1.87,0.27,0.19,7,2,x,a
3.0,-32.1753450830902,1.87,0.27,0.19,7,2,x,a
3.5,-27.498684775599,1.87,0.27,0.19,7,2,x,a
4.0,-20.4014717968056,1.87,0.27,0.19,7,2,x,a
5.5,-9.38685007734469,1.87,0.27,0.19,7,2,x,a
6.5,-16.9974160982324,1.87,0.27,0.19,7,2,x,a
10.0,-23.1711904134275,1.87,0.27,0.19,7,2,x,a
-9.5,0.134865902514776,1.75,0.36,0.05,8,2,x,a
-7.5,-4.28717044256125,1.75,0.36,0.05,8,2,x,a
-6.5,-13.3948556182157,1.75,0.36,0.05,8,2,x,a
-6.0,-15.8623258106565,1.75,0.36,0.05,8,2,x,a
-5.5,-17.4849580908719,1.75,0.36,0.05,8,2,x,a
-5.0,-17.821737441232,1.75,0.36,0.05,8,2,x,a
-1.5,-20.5759146564151,1.75,0.36,0.05,8,2,x,a
-1.0,-18.4291399394685,1.75,0.36,0.05,8,2,x,a
-0.5,-18.4435103395082,1.75,0.36,0.05,8,2,x,a
3.0,-31.717322765867,1.75,0.36,0.05,8,2,x,a
3.5,-27.5325908765457,1.75,0.36,0.05,8,2,x,a
4.0,-21.745505395409,1.75,0.36,0.05,8,2,x,a
5.5,-10.7291557800878,1.75,0.36,0.05,8,2,x,a
6.5,-13.9340054666978,1.75,0.36,0.05,8,2,x,a
10.0,-25.2650679006439,1.75,0.36,0.05,8,2,x,a
-9.5,-1.76977994666388,1.39,0.07,0.16,9,2,x,a
-7.5,-0.665605106919346,1.39,0.07,0.16,9,2,x,a
-6.5,-10.8709836495219,1.39,0.07,0.16,9,2,x,a
-6.0,-16.036005672769,1.39,0.07,0.16,9,2,x,a
-5.5,-18.8710458271606,1.39,0.07,0.16,9,2,x,a
-5.0,-19.4073081469135,1.39,0.07,0.16,9,2,x,a
-1.5,-24.2801975489845,1.39,0.07,0.16,9,2,x,a
